fingerprint,rec_id,asof,strategy_version,universe,horizon_d,symbol,weight,buy_price,mature_date,exit_price,actual_ret,holding_days,holding_months,rank,universe_n,hit_top25,regime,scored,source
REC-20250723-0242,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,HDFCBANK,0.0649,1012.15,2025-10-24,994.75,-1.72,63,3.0,114.0,225.0,0.0,Strong,1,historical
REC-20250723-0243,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.0637,1488.6,2025-10-24,1377.7,-7.45,63,3.0,172.0,225.0,0.0,Strong,1,historical
REC-20250723-0244,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,NESTLEIND,0.0625,1226.25,2025-10-24,1282.0,4.55,63,3.0,66.0,225.0,0.0,Strong,1,historical
REC-20250723-0245,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,ACC,0.0622,1950.0,2025-10-24,1850.1,-5.12,63,3.0,152.0,225.0,0.0,Strong,1,historical
REC-20250723-0246,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,ASIANPAINT,0.0641,2375.4,2025-10-24,2501.6,5.31,63,3.0,61.0,225.0,0.0,Strong,1,historical
REC-20250723-0247,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARUTI,0.0652,12627.0,2025-10-24,16274.0,28.88,63,3.0,2.0,225.0,1.0,Strong,1,historical
REC-20250723-0248,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,TCS,0.0798,3179.1,2025-10-24,3063.2,-3.65,63,3.0,139.0,225.0,0.0,Strong,1,historical
REC-20250723-0249,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,DRREDDY,0.0545,1247.4,2025-10-24,1283.6,2.9,63,3.0,80.0,225.0,0.0,Strong,1,historical
REC-20250723-0250,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0539,32115.0,2025-10-24,28710.0,-10.6,63,3.0,194.0,225.0,0.0,Strong,1,historical
REC-20250723-0251,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.0572,7373.5,2025-10-24,7837.5,6.29,63,3.0,55.0,225.0,1.0,Strong,1,historical
REC-20250723-0252,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,CIPLA,0.0562,1473.5,2025-10-24,1584.4,7.53,63,3.0,47.0,225.0,1.0,Strong,1,historical
REC-20250723-0253,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,COALINDIA,0.0524,390.75,2025-10-24,394.05,0.84,63,3.0,92.0,225.0,0.0,Strong,1,historical
REC-20250723-0254,2025-07-23_63,2025-07-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,MRF,0.0817,149915.0,2025-10-24,160190.0,6.85,63,3.0,53.0,225.0,1.0,Strong,1,historical
REC-20251024-0255,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,HDFCBANK,0.067,994.75,2026-01-27,926.4,-6.87,63,3.0,125.0,225.0,0.0,Strong,1,historical
REC-20251024-0256,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,SBIN,0.0703,904.5,2026-01-27,1053.15,16.43,63,3.0,17.0,225.0,1.0,Strong,1,historical
REC-20251024-0257,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,COALINDIA,0.0719,394.05,2026-01-27,422.9,7.32,63,3.0,37.0,225.0,1.0,Strong,1,historical
REC-20251024-0258,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.0723,416.8,2026-01-27,318.65,-23.55,63,3.0,214.0,225.0,0.0,Strong,1,historical
REC-20251024-0259,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,NTPC,0.064,339.6,2026-01-27,344.7,1.5,63,3.0,72.0,225.0,0.0,Strong,1,historical
REC-20251024-0260,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,ACC,0.0645,1850.1,2026-01-27,1687.9,-8.77,63,3.0,140.0,225.0,0.0,Strong,1,historical
REC-20251024-0261,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0947,1507.1,2026-01-27,1447.2,-3.97,63,3.0,106.0,225.0,0.0,Strong,1,historical
REC-20251024-0262,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,ONGC,0.0699,254.96,2026-01-27,247.95,-2.75,63,3.0,93.0,225.0,0.0,Strong,1,historical
REC-20251024-0263,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARICO,0.0865,725.85,2026-01-27,745.8,2.75,63,3.0,66.0,225.0,0.0,Strong,1,historical
REC-20251024-0264,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,ULTRACEMCO,0.0462,11918.0,2026-01-27,12589.0,5.63,63,3.0,49.0,225.0,1.0,Strong,1,historical
REC-20251024-0265,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,LT,0.053,3904.9,2026-01-27,3787.8,-3.0,63,3.0,97.0,225.0,0.0,Strong,1,historical
REC-20251024-0266,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,EICHERMOT,0.0602,6840.0,2026-01-27,7164.5,4.74,63,3.0,53.0,225.0,1.0,Strong,1,historical
REC-20251024-0267,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.0432,2029.3,2026-01-27,1973.4,-2.75,63,3.0,94.0,225.0,0.0,Strong,1,historical
REC-20251024-0268,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.0941,1699.0,2026-01-27,1638.9,-3.54,63,3.0,103.0,225.0,0.0,Strong,1,historical
REC-20251024-0269,2025-10-24_63,2025-10-24,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0422,1451.6,2026-01-27,1380.5,-4.9,63,3.0,111.0,225.0,0.0,Strong,1,historical
REC-20260127-0270,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,HDFCBANK,0.1139,926.4,2026-04-30,771.7,-16.7,63,3.0,210.0,225.0,0.0,Weak,1,historical
REC-20260127-0271,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,SBIN,0.0741,1053.15,2026-04-30,1068.45,1.45,63,3.0,111.0,225.0,0.0,Weak,1,historical
REC-20260127-0272,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,LT,0.0864,3787.8,2026-04-30,4014.0,5.97,63,3.0,83.0,225.0,0.0,Weak,1,historical
REC-20260127-0273,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,UBL,0.1088,1423.6,2026-04-30,1458.6,2.46,63,3.0,102.0,225.0,0.0,Weak,1,historical
REC-20260127-0274,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,ONGC,0.0488,247.95,2026-04-30,299.55,20.81,63,3.0,37.0,225.0,1.0,Weak,1,historical
REC-20260127-0275,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0643,1447.2,2026-04-30,1375.7,-4.94,63,3.0,159.0,225.0,0.0,Weak,1,historical
REC-20260127-0276,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0474,27220.0,2026-04-30,24195.0,-11.11,63,3.0,189.0,225.0,0.0,Weak,1,historical
REC-20260127-0277,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,ULTRACEMCO,0.0471,12589.0,2026-04-30,11586.0,-7.97,63,3.0,173.0,225.0,0.0,Weak,1,historical
REC-20260127-0278,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARICO,0.0735,745.8,2026-04-30,775.0,3.92,63,3.0,95.0,225.0,0.0,Weak,1,historical
REC-20260127-0279,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,NTPC,0.0383,344.7,2026-04-30,399.15,15.8,63,3.0,45.0,225.0,1.0,Weak,1,historical
REC-20260127-0280,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.078,1973.4,2026-04-30,1886.8,-4.39,63,3.0,153.0,225.0,0.0,Weak,1,historical
REC-20260127-0281,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.064,1380.5,2026-04-30,1430.8,3.64,63,3.0,98.0,225.0,0.0,Weak,1,historical
REC-20260127-0282,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,TITAN,0.0759,3997.0,2026-04-30,4385.2,9.71,63,3.0,70.0,225.0,0.0,Weak,1,historical
REC-20260127-0283,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,POWERGRID,0.0371,254.35,2026-04-30,318.35,25.16,63,3.0,24.0,225.0,1.0,Weak,1,historical
REC-20260127-0284,2026-01-27_63,2026-01-27,AEGIS Core v2.2 (2026-06-22),nifty200,63,IRCTC,0.0422,607.5,2026-04-30,539.55,-11.19,63,3.0,190.0,225.0,0.0,Weak,1,historical
REC-20260623-0285,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARICO,0.0838,821.05,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0286,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.0795,8457.0,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0287,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,LUPIN,0.1093,2357.8,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0288,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,BRITANNIA,0.0614,5241.0,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0289,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.1007,1901.6,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0290,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIGI,0.0645,1833.7,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0291,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,ABBOTINDIA,0.1121,25570.0,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0292,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.0521,1338.3,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0293,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,NTPC,0.0515,364.6,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0294,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0417,25035.0,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0295,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,POWERGRID,0.0484,291.95,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0296,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0524,1309.5,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0297,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0515,1566.7,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0298,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,PAGEIND,0.0528,39985.0,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260623-0299,2026-06-23_63,2026-06-23,AEGIS Core v2.2 (2026-06-22),nifty200,63,GRASIM,0.0382,3144.3,2026-06-23,,,63,3.0,,,,Weak,0,live
REC-20260625-0300,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARICO,0.07,825.8,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0301,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,LUPIN,0.0932,2343.5,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0302,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.0834,8592.0,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0303,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,BRITANNIA,0.0597,5237.0,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0304,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.0653,1850.7,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0305,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,ABBOTINDIA,0.1311,25585.0,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0306,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIGI,0.0596,1813.6,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0307,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,KOTAKBANK,0.0499,409.0,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0308,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,NTPC,0.0766,352.05,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0309,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,POWERGRID,0.0732,283.9,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0310,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0394,25735.0,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0311,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0632,1318.1,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0312,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0384,1597.0,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0313,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,GRASIM,0.0424,3126.6,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260625-0314,2026-06-25_63,2026-06-25,AEGIS Core v2.2 (2026-06-22),nifty200,63,PAGEIND,0.0547,40950.0,2026-06-25,,,63,3.0,,,,Weak,0,live
REC-20260629-0315,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARICO,0.0731,841.55,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0316,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.0707,8717.5,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0317,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,LUPIN,0.0873,2393.1,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0318,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,BRITANNIA,0.0623,5229.0,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0319,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.1113,1845.0,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0320,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,ABBOTINDIA,0.1198,25675.0,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0321,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIGI,0.0586,1799.0,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0322,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.044,1389.7,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0323,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,NTPC,0.0908,355.55,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0324,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,POWERGRID,0.0599,285.5,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0325,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0352,25600.0,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0326,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0568,1309.9,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0327,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0343,1611.0,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0328,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,GRASIM,0.0375,3113.8,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260629-0329,2026-06-29_63,2026-06-29,AEGIS Core v2.2 (2026-06-22),nifty200,63,PAGEIND,0.0585,41100.0,2026-06-29,,,63,3.0,,,,Weak,0,live
REC-20260713-0330,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARICO,0.139,845.9,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0331,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.1014,8833.0,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0332,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,LUPIN,0.0864,2499.9,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0333,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.061,279.95,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0334,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.0824,1900.2,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0335,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,TORNTPHARM,0.071,4931.8,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0336,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIGI,0.0651,1771.1,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0337,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,NTPC,0.0675,346.9,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0338,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.0499,1398.8,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0339,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0579,1298.5,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0340,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,POWERGRID,0.06,284.65,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0341,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0375,1575.7,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0342,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0372,26425.0,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0343,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,BAJAJ-AUTO,0.041,10270.0,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260713-0344,2026-07-13_63,2026-07-13,AEGIS Core v2.2 (2026-06-22),nifty200,63,IRCTC,0.0428,498.55,2026-07-13,,,63,3.0,,,,Weak,0,live
REC-20260714-0345,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARICO,0.1163,845.3,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0346,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.0769,8806.0,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0347,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,LUPIN,0.0974,2488.8,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0348,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.1067,280.3,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0349,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.09,1905.7,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0350,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,TORNTPHARM,0.0621,4967.1,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0351,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,NTPC,0.06,353.05,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0352,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIGI,0.0643,1763.2,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0353,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.0619,1397.6,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0354,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.069,1295.2,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0355,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,POWERGRID,0.0517,284.6,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0356,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0371,1568.0,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0357,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0356,26225.0,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0358,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,BAJAJ-AUTO,0.0363,10315.0,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260714-0359,2026-07-14_63,2026-07-14,AEGIS Core v2.2 (2026-06-22),nifty200,63,GRASIM,0.0348,3142.2,2026-07-14,,,63,3.0,,,,Weak,0,live
REC-20260717-0360,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,APOLLOHOSP,0.1062,8848.5,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0361,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,MARICO,0.1343,830.35,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0362,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,LUPIN,0.0768,2447.0,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0363,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,ITC,0.0828,279.6,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0364,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,SUNPHARMA,0.0659,1940.5,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0365,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,BHARTIARTL,0.0799,1910.9,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0366,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,NTPC,0.0661,341.7,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0367,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,ICICIBANK,0.05,1435.2,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0368,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,RELIANCE,0.0658,1321.2,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0369,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,SBILIFE,0.0462,1812.7,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0370,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,POWERGRID,0.057,282.55,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0371,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,PIDILITIND,0.0443,1564.6,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0372,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,BAJAJ-AUTO,0.0408,10410.0,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0373,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,IRCTC,0.0407,499.55,2026-07-17,,,63,3.0,,,,Weak,0,live
REC-20260717-0374,2026-07-17_63,2026-07-17,AEGIS Core v2.2 (2026-06-22),nifty200,63,SHREECEM,0.0432,26620.0,2026-07-17,,,63,3.0,,,,Weak,0,live
